10	-26740.814412090705	442.84833021312755	301.1920528022692	86.54686373534425	1529.4489709255542	-5983.669912796676	-2762.391910894463	-22914.45015561026	-1946.6287056109259	0.0	3502.15512921209	1624.2223256928075	340.36355870532066	217.20062698707494	-1177.6515854519844	0.0 	0.0
20	-25061.89319150765	782.8949064592023	1023.0392877679839	254.40008410688338	1531.0165596365377	-5844.363216995605	-2686.583446119818	-22663.765272843015	-1936.3644549938406	0.3149183990383205	3505.044253236366	1592.5197140039627	340.6227440331746	216.67979641113735	-1177.3490646096693	0.0 	0.0
30	-23969.47921957558	496.7551780067165	1730.1012323328632	385.2561209079828	1532.845275369878	-5704.32432524798	-2644.716462337902	-22287.91419703134	-1922.0646711003126	1.8177260974080682	3509.1975340910203	1553.2611638431306	340.92804255457986	216.00829486439056	-1176.6301319260217	0.0 	0.0
40	-23013.24597851084	522.4381409687376	2011.604010959058	472.7554183350598	1533.92436435327	-5603.235167617854	-2602.519220888302	-21854.20735785893	-1904.527596518436	3.503142583859034	3513.440133723411	1512.6765581562227	341.2153682186387	215.24621906252764	-1175.5599919880874	0.0 	0.0
50	-22573.655910979076	683.3335216319643	1766.975041879077	523.3203251053361	1534.5376946627928	-5549.408827072511	-2580.08169168282	-21441.842714232105	-1884.6663050330994	3.94769176936805	3516.5658411435206	1472.0122246079259	341.4167953175823	214.39710324643755	-1174.162612322551	0.0 	0.0
60	-22983.72420604903	449.8249133118707	1249.9307692932655	527.5598952603817	1535.696652569689	-5536.728264787675	-2576.354353812356	-21107.200429318513	-1863.4182291869317	3.355424078784058	3517.7987015902227	1433.225215918434	341.52086386123733	213.51691559177192	-1172.4522804192263	0.0 	0.0
70	-23210.85205459986	406.3141711858831	857.4547491195251	515.8064182992564	1539.2865997522833	-5543.123371656722	-2582.308990999221	-20864.986113762396	-1840.4700227829474	2.345061318508618	3516.8765898286088	1398.2911976622088	341.60041804555715	212.5552101764004	-1170.4939707867925	0.0 	0.0
80	-22879.77861349907	585.7628190846225	836.9222818254107	523.3123181217424	1546.4055077228873	-5546.7666467477675	-2572.240916535612	-20703.994302389692	-1816.352395249466	1.2881483506276181	3513.6858604651943	1367.249914230463	341.73660212003983	211.58806569770658	-1168.3758701952215	0.0 	0.0
90	-22465.977670799053	568.4356325500986	1131.2863698609556	539.4750602547906	1556.1297429354254	-5544.268768964662	-2544.219953876148	-20612.799230860404	-1793.4240208505644	0.5445206426460615	3508.0552799796005	1338.3423259219185	341.9642615352496	210.61294965845096	-1166.111839586409	0.0 	0.0
100	-22029.612813023323	632.9717757905657	1469.8571076083297	532.1935975365865	1566.7744810193212	-5547.317290146667	-2523.622369182867	-20585.869063431688	-1773.2877357515717	0.16130385840274156	3500.0502620391703	1310.2840598340902	342.24867992135984	209.66763075117436	-1163.7252528695426	0.0 	0.0
110	-21987.857436388287	639.4766966396619	1594.1827903150086	482.1637466531873	1576.3216880641137	-5558.451103835804	-2511.583115193779	-20615.45684813469	-1756.0723595261736	0.03286389486822039	3489.6002934836133	1281.8701758352524	342.5108418837198	208.7051896364661	-1161.1582961037268	0.0 	0.0
120	-22565.99027400129	338.4164439057632	1451.3232004106196	431.5653376807579	1583.2581058715593	-5565.350099215581	-2503.9848171299327	-20682.07126254293	-1741.1527083891183	0.0036390552966755795	3476.96624066891	1252.97938933352	342.70000740304897	207.7460221748704	-1158.3897732280784	0.0 	0.0
130	-22834.090108001896	382.66037225315546	1207.5114350260558	440.6428202132415	1586.9922606053678	-5558.815134099113	-2489.499858381855	-20758.212994023845	-1727.6254000967112	0.024108128452925506	3462.526519137795	1225.6769930769858	342.8180871990555	206.77472043913772	-1155.5640374796226	0.0 	0.0
140	-22651.507678973605	715.726983344798	1085.574493128111	482.0616612851451	1587.8733994843997	-5541.806175068866	-2488.189873858463	-20819.43807770883	-1717.122101708965	0.07116538753464552	3446.5711848667984	1201.3710198710394	342.90803927151524	205.77273989199705	-1152.882137159819	0.0 	0.0
150	-22755.830860756916	578.3159524093827	1172.6266097020316	493.0221291545127	1585.7129929712503	-5520.627641432293	-2504.0989933307956	-20856.896686387277	-1711.1641374182168	0.09335168937576699	3429.691415135938	1180.1412090895176	342.9905910012518	204.72506627244954	-1150.3627196140476	0.0 	0.0
160	-22756.67462624681	425.2883533230103	1371.7608125176139	488.59162477904533	1580.3564110949774	-5496.575385266165	-2513.806324847959	-20876.77579755811	-1707.98274452412	0.0669800084021683	3412.079048946841	1161.6122434484175	343.0437082099701	203.66182357885688	-1147.9953799575737	0.0 	0.0
170	-22408.549756414795	668.252714898943	1498.4512357343444	498.7572998854147	1570.7163643294052	-5475.213835594038	-2513.560161933639	-20890.20752313948	-1705.1634002628277	0.052688014783807635	3393.6946681367017	1145.8538545198855	343.00445787349486	202.57718114732222	-1145.7653000251014	0.0 	0.0
180	-22547.356746638776	613.1313980561298	1445.2886429992925	504.6295629348695	1557.1067530579924	-5468.997281484204	-2502.142825479639	-20902.27041344878	-1702.3733479935715	0.10074184683874748	3374.6567903742484	1132.7871958465478	342.8557566148392	201.47290596429863	-1143.6026259276255	0.0 	0.0
190	-23004.023029147607	366.0461629052561	1262.1957477065653	509.74256851532954	1540.3627661706325	-5478.77556484397	-2476.6002281526617	-20907.361326129787	-1699.1271055617758	0.24120005090052785	3355.4286567294866	1122.3365667648688	342.6664838027461	200.3032832983114	-1141.4822404035117	0.0 	0.0
200	-23029.162707984964	506.6192728227128	1093.371043740023	530.387099749844	1522.2475417745657	-5494.695097058663	-2449.6631189715977	-20895.58298996076	-1694.816123197089	0.41822779182677444	3336.4103825831276	1113.999709453963	342.53672233210904	199.08508546049043	-1139.4804645055235	0.0 	0.0
210	-22937.891030082028	633.8048300120129	1059.7765994275987	543.0360514401864	1504.2267931284214	-5507.601812411734	-2446.3992326512166	-20863.246310935112	-1690.0578552069042	0.5921872699809114	3317.9169968908327	1107.2782824620265	342.5372415932949	197.83220213047156	-1137.5870032318762	0.0 	0.0
220	-22949.24915502332	544.7822593404375	1163.0694001140375	529.2625664506276	1487.2763692831961	-5511.054584907508	-2466.6096234269075	-20816.581942197736	-1685.1400698007453	0.7552308282337399	3300.1758903267832	1101.2802530131003	342.657455821152	196.56432428209334	-1135.6866841500876	0.0 	0.0
230	-22771.360286850027	591.5356713781048	1305.0715943314283	502.7792349815453	1471.6000825017336	-5503.171147904164	-2478.450247061097	-20764.851118883977	-1679.8462656082042	0.7513125801677409	3283.3798558045587	1095.3613705111854	342.80975375863363	195.29323073092863	-1133.6236139708737	0.0 	0.0
240	-22713.313267059842	565.0212166459559	1377.6653928315766	483.678087850085	1457.19425732541	-5487.9373027015545	-2478.552053942972	-20718.120798700984	-1674.4240188064898	0.42660585187950295	3267.2988277115996	1088.976986863705	342.87174514906263	193.9615934164829	-1131.373806553614	0.0 	0.0
